Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"40K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/241"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"	
22.227409	1.7440404			22.227409	0.122111		
22.179835	1.705957			22.179835	0.121888		
22.132463	1.6868608			22.132463	0.122926		
22.085294	1.6744495			22.085294	0.121413		
22.038325	1.6658888			22.038325	0.121689		
21.991556	1.6589149			21.991556	0.12189		
21.944984	1.6534911			21.944984	0.121242		
21.89861	1.6496822			21.89861	0.120974		
21.852431	1.6462433			21.852431	0.122607		
21.806447	1.6430781			21.806447	0.122845		
21.760655	1.6401675			21.760655	0.124658		
21.715056	1.6369849			21.715056	0.125651		
21.669647	1.6340479			21.669647	0.126161		
21.624427	1.6318491			21.624427	0.125869		
21.579397	1.6300658			21.579397	0.126783		
21.534553	1.629003			21.534553	0.126369		
21.489895	1.6280849			21.489895	0.129088		
21.445422	1.6259923			21.445422	0.131556		
21.401133	1.6235621			21.401133	0.13284		
21.357026	1.6212325			21.357026	0.133985		
21.313101	1.6189675			21.313101	0.134816		
21.269356	1.6164793			21.269356	0.135874		
21.22579	1.6144774			21.22579	0.13488		
21.182402	1.6133844			21.182402	0.134956		
21.139192	1.6121446			21.139192	0.135867		
21.096157	1.6113658			21.096157	0.135384		
21.053297	1.6103927			21.053297	0.137901		
21.010611	1.6079478			21.010611	0.139464		
20.968098	1.6064976			20.968098	0.13721		
20.925756	1.6058434			20.925756	0.138686		
20.883585	1.6046183			20.883585	0.138852		
20.841584	1.6040278			20.841584	0.138587		
20.799751	1.6030916			20.799751	0.140537		
20.758086	1.6014469			20.758086	0.140712		
20.716587	1.6008335			20.716587	0.139336		
20.675254	1.6007438			20.675254	0.140353		
20.634086	1.6003149			20.634086	0.140939		
20.593081	1.5997696			20.593081	0.141987		
20.552239	1.5988994			20.552239	0.142927		
20.511559	1.5983065			20.511559	0.142913		
20.471039	1.5975486			20.471039	0.144507		
20.430679	1.5966242			20.430679	0.144333		
20.390478	1.5963744			20.390478	0.144434		
20.350435	1.5959167			20.350435	0.145818		
20.310549	1.595399			20.310549	0.145844		
20.270819	1.5952523			20.270819	0.146693		
20.231244	1.5944107			20.231244	0.148577		
20.191823	1.5936898			20.191823	0.14794		
20.152555	1.593574			20.152555	0.148919		
20.11344	1.5929585			20.11344	0.150223		
20.074477	1.5926016			20.074477	0.150117		
20.035664	1.5920624			20.035664	0.152179		
19.997001	1.5912368			19.997001	0.152173		
19.958487	1.5908918			19.958487	0.152843		
19.920121	1.5903702			19.920121	0.153881		
19.881902	1.589994			19.881902	0.154111		
19.84383	1.5897879			19.84383	0.155276		
19.805903	1.5890141			19.805903	0.156824		
19.76812	1.5885355			19.76812	0.156523		
19.730482	1.5881586			19.730482	0.158366		
19.692987	1.5873967			19.692987	0.158907		
19.655634	1.586968			19.655634	0.159565		
19.618422	1.5862354			19.618422	0.161065		
19.581351	1.5857877			19.581351	0.160749		
19.54442	1.5854955			19.54442	0.162589		
19.507628	1.5846462			19.507628	0.163588		
19.470974	1.584154			19.470974	0.163994		
19.434458	1.5832505			19.434458	0.166236		
19.398078	1.5819864			19.398078	0.166351		
19.361834	1.5813688			19.361834	0.166636		
19.325726	1.5804227			19.325726	0.168181		
19.289752	1.5797899			19.289752	0.167427		
19.253911	1.5791681			19.253911	0.169524		
19.218204	1.5779183			19.218204	0.169715		
19.182629	1.5775814			19.182629	0.169148		
19.147185	1.5768262			19.147185	0.171521		
19.111872	1.5759272			19.111872	0.170533		
19.076689	1.5756449			19.076689	0.171649		
19.041635	1.5746352			19.041635	0.172898		
19.00671	1.5739405			19.00671	0.172265		
18.971913	1.5732822			18.971913	0.173829		
18.937242	1.5723572			18.937242	0.173589		
18.902699	1.5719869			18.902699	0.173744		
18.868281	1.5712605			18.868281	0.174987		
18.833988	1.5706758			18.833988	0.174336		
18.79982	1.5703617			18.79982	0.175396		
18.765775	1.5695562			18.765775	0.176032		
18.731854	1.5691264			18.731854	0.175642		
18.698055	1.5685547			18.698055	0.177041		
18.664378	1.5680394			18.664378	0.176313		
18.630821	1.5678337			18.630821	0.177361		
18.597386	1.5671616			18.597386	0.177973		
18.56407	1.5668361			18.56407	0.177737		
18.530873	1.5661869			18.530873	0.179376		
18.497795	1.5656115			18.497795	0.178379		
18.464834	1.5654601			18.464834	0.179403		
18.431991	1.5647988			18.431991	0.179952		
18.399264	1.5646457			18.399264	0.179349		
18.366654	1.5643341			18.366654	0.181052		
18.334159	1.5637842			18.334159	0.180658		
18.301778	1.5635745			18.301778	0.181414		
18.269512	1.5628271			18.269512	0.182348		
18.23736	1.5625568			18.23736	0.18131		
18.20532	1.5624473			18.20532	0.182746		
18.173393	1.562005			18.173393	0.182639		
18.141577	1.5619409			18.141577	0.18302		
18.109873	1.5613388			18.109873	0.184385		
18.078279	1.5609938			18.078279	0.183343		
18.046796	1.5609498			18.046796	0.184549		
18.015422	1.5605589			18.015422	0.184595		
17.984156	1.5607732			17.984156	0.184385		
17.952999	1.560464			17.952999	0.186415		
17.92195	1.5602245			17.92195	0.185322		
17.891008	1.5602056			17.891008	0.187133		
17.860173	1.5594795			17.860173	0.187482		
17.829444	1.5594853			17.829444	0.186801		
17.79882	1.5592318			17.79882	0.188668		
17.768302	1.5591752			17.768302	0.187334		
17.737888	1.5593615			17.737888	0.189307		
17.707578	1.5587518			17.707578	0.189744		
17.677371	1.5588573			17.677371	0.189199		
17.647267	1.5586492			17.647267	0.191273		
17.617265	1.5584096			17.617265	0.190314		
17.587366	1.5585685			17.587366	0.191732		
17.557567	1.5581121			17.557567	0.192472		
17.52787	1.5581231			17.52787	0.192136		
17.498272	1.5578068			17.498272	0.194091		
17.468775	1.5575419			17.468775	0.193044		
17.439377	1.5578095			17.439377	0.194206		
17.410077	1.5575503			17.410077	0.195009		
17.380876	1.5576824			17.380876	0.194823		
17.351773	1.5574293			17.351773	0.196906		
17.322767	1.5571821			17.322767	0.196016		
17.293858	1.5574018			17.293858	0.19732		
17.265045	1.5570574			17.265045	0.198155		
17.236328	1.5571964			17.236328	0.197806		
17.207706	1.5571005			17.207706	0.199842		
17.179179	1.5568963			17.179179	0.199333		
17.150747	1.5569677			17.150747	0.200737		
17.122409	1.5565373			17.122409	0.201404		
17.094164	1.5567581			17.094164	0.200872		
17.066012	1.5567836			17.066012	0.202967		
17.037952	1.5567748			17.037952	0.20233		
17.009985	1.5570183			17.009985	0.204108		
16.98211	1.5565899			16.98211	0.20501		
16.954325	1.5567228			16.954325	0.204725		
16.926632	1.5566203			16.926632	0.206874		
16.899029	1.5565129			16.899029	0.206245		
16.871515	1.556727			16.871515	0.20791		
16.844092	1.5565133			16.844092	0.208586		
16.816757	1.5566535			16.816757	0.209088		
16.78951	1.5562586			16.78951	0.211165		
