Reference:	"Mastrapa et al. (2009)"
DOI:	"doi:doi:10.1088/0004-637X/701/2/1347"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"15K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/239"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"		"Wavelength (µm)"	"k₁"	"Dk₁  (+/-)"	
22.108926	1.7948846			22.108926	0.117991		
22.061857	1.7601293			22.061857	0.118285		
22.014988	1.7441115			22.014988	0.11935		
21.968317	1.7348616			21.968317	0.119206		
21.921844	1.7294071			21.921844	0.120834		
21.875567	1.7259001			21.875567	0.123085		
21.829486	1.7230033			21.829486	0.127437		
21.783597	1.7201678			21.783597	0.131064		
21.737902	1.7179278			21.737902	0.134814		
21.692397	1.7158739			21.692397	0.139521		
21.647083	1.7136277			21.647083	0.144514		
21.601958	1.7108476			21.601958	0.150239		
21.557021	1.7076901			21.557021	0.155173		
21.51227	1.7039149			21.51227	0.161276		
21.467704	1.6990417			21.467704	0.166562		
21.423323	1.6934232			21.423323	0.170907		
21.379125	1.6877571			21.379125	0.173291		
21.335108	1.6826083			21.335108	0.175004		
21.291273	1.6779195			21.291273	0.176229		
21.247618	1.6735881			21.247618	0.177278		
21.204141	1.6695517			21.204141	0.177981		
21.160841	1.665743			21.160841	0.178581		
21.117719	1.6623723			21.117719	0.178452		
21.074771	1.6594541			21.074771	0.17873		
21.031998	1.6568418			21.031998	0.178808		
20.989398	1.6542323			20.989398	0.179635		
20.946971	1.6515909			20.946971	0.179664		
20.904714	1.6493765			20.904714	0.179574		
20.862628	1.6472046			20.862628	0.18017		
20.820711	1.6449211			20.820711	0.18023		
20.778962	1.6430122			20.778962	0.179801		
20.73738	1.6414116			20.73738	0.179851		
20.695964	1.6400421			20.695964	0.179684		
20.654713	1.6387013			20.654713	0.180317		
20.613626	1.6371849			20.613626	0.180657		
20.572703	1.6355951			20.572703	0.18107		
20.531942	1.6341554			20.531942	0.180859		
20.491341	1.6328853			20.491341	0.181109		
20.450902	1.6316434			20.450902	0.181057		
20.410621	1.6306259			20.410621	0.180947		
20.370499	1.6297382			20.370499	0.181063		
20.330534	1.6290129			20.330534	0.181011		
20.290726	1.628437			20.290726	0.181363		
20.251073	1.6278151			20.251073	0.181942		
20.211575	1.626777			20.211575	0.183051		
20.172231	1.6256807			20.172231	0.182858		
20.133039	1.6249836			20.133039	0.182964		
20.094	1.6243217			20.094	0.183315		
20.055112	1.6237318			20.055112	0.183438		
20.016373	1.6232116			20.016373	0.183856		
19.977785	1.6227151			19.977785	0.184134		
19.939345	1.6222013			19.939345	0.184687		
19.901052	1.6215583			19.901052	0.1851		
19.862906	1.621094			19.862906	0.184998		
19.824906	1.6208805			19.824906	0.185197		
19.787052	1.6208274			19.787052	0.185317		
19.749341	1.6209524			19.749341	0.185691		
19.711775	1.6211171			19.711775	0.186301		
19.67435	1.6213696			19.67435	0.186894		
19.637068	1.6217347			19.637068	0.187832		
19.599926	1.62198			19.599926	0.189254		
19.562925	1.6220032			19.562925	0.190772		
19.526063	1.6217141			19.526063	0.192573		
19.48934	1.6212126			19.48934	0.193957		
19.452755	1.6206287			19.452755	0.195461		
19.416307	1.6198247			19.416307	0.196915		
19.379995	1.6189808			19.379995	0.197877		
19.343819	1.6183177			19.343819	0.198729		
19.307778	1.6177628			19.307778	0.199744		
19.27187	1.6171173			19.27187	0.20097		
19.236096	1.6163985			19.236096	0.201959		
19.200455	1.6157131			19.200455	0.202952		
19.164945	1.6150291			19.164945	0.203956		
19.129567	1.6142623			19.129567	0.205055		
